Algorithm,Performance_Metric_New,Performance_Metric,Baseline_SCore,Category,Feature_Types,Data_Size
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.785,Mobile,Neg_Pos,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.794456642,Mobile,Neg_Pos,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.913400479,Mobile,Neg_Pos,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.881,Mobile,Neg_Pos,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.881,Mobile,Neg_Pos,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.879454166,Mobile,Neg_Pos,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.54324158,Mobile,Part_Of_Speech,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.543,Mobile,Part_Of_Speech,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.767,Mobile,Part_Of_Speech,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.596507878,Mobile,Part_Of_Speech,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.698459491,Mobile,Part_Of_Speech,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.691,Mobile,Part_Of_Speech,6k
MX,meanRecall,cv_MX_train.meanRecall,0.721,Mobile,Part_Of_Speech,6k
MX,meanFscore,cv_MX_train.meanFscore,0.705304479,Mobile,Part_Of_Speech,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.623591006,Mobile,Part_Of_Speech,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.605,Mobile,Part_Of_Speech,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.715,Mobile,Part_Of_Speech,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.655201654,Mobile,Part_Of_Speech,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.675006245,Mobile,Part_Of_Speech,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.671,Mobile,Part_Of_Speech,6k
BG,meanRecall,cv_BG_train.meanRecall,0.678,Mobile,Part_Of_Speech,6k
BG,meanFscore,cv_BG_train.meanFscore,0.674232762,Mobile,Part_Of_Speech,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.612447305,Mobile,Part_Of_Speech,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.616,Mobile,Part_Of_Speech,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.616,Mobile,Part_Of_Speech,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.612087004,Mobile,Part_Of_Speech,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.707332324,Mobile,Part_Of_Speech,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.704,Mobile,Part_Of_Speech,6k
RF,meanRecall,cv_RF_train.meanRecall,0.716,Mobile,Part_Of_Speech,6k
RF,meanFscore,cv_RF_train.meanFscore,0.709217323,Mobile,Part_Of_Speech,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500279784,Mobile,Part_Of_Speech,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.502,Mobile,Part_Of_Speech,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Mobile,Part_Of_Speech,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.668290639,Mobile,Part_Of_Speech,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.620078535,Mobile,Part_Of_Speech,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.627,Mobile,Part_Of_Speech,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.599,Mobile,Part_Of_Speech,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.612090216,Mobile,Part_Of_Speech,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.905697068,Mobile,Part_Of_Speech,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.705,Mobile,Part_Of_Speech,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.704,Mobile,Part_Of_Speech,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.694614213,Mobile,Part_Of_Speech,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.710767464,Mobile,Composite_Numerical,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.676,Mobile,Composite_Numerical,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.863,Mobile,Composite_Numerical,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.742285359,Mobile,Composite_Numerical,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.839337727,Mobile,Composite_Numerical,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.839,Mobile,Composite_Numerical,6k
MX,meanRecall,cv_MX_train.meanRecall,0.839,Mobile,Composite_Numerical,6k
MX,meanFscore,cv_MX_train.meanFscore,0.838767487,Mobile,Composite_Numerical,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.589311394,Mobile,Composite_Numerical,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.563,Mobile,Composite_Numerical,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.806,Mobile,Composite_Numerical,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.662583511,Mobile,Composite_Numerical,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.826019356,Mobile,Composite_Numerical,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.827,Mobile,Composite_Numerical,6k
BG,meanRecall,cv_BG_train.meanRecall,0.825,Mobile,Composite_Numerical,6k
BG,meanFscore,cv_BG_train.meanFscore,0.825622234,Mobile,Composite_Numerical,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.819161816,Mobile,Composite_Numerical,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.786,Mobile,Composite_Numerical,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.876,Mobile,Composite_Numerical,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.828356455,Mobile,Composite_Numerical,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.842523962,Mobile,Composite_Numerical,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.839,Mobile,Composite_Numerical,6k
RF,meanRecall,cv_RF_train.meanRecall,0.847,Mobile,Composite_Numerical,6k
RF,meanFscore,cv_RF_train.meanFscore,0.842745199,Mobile,Composite_Numerical,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500279784,Mobile,Composite_Numerical,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.502,Mobile,Composite_Numerical,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Mobile,Composite_Numerical,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.668290639,Mobile,Composite_Numerical,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.796109357,Mobile,Composite_Numerical,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.8,Mobile,Composite_Numerical,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.795,Mobile,Composite_Numerical,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.797059498,Mobile,Composite_Numerical,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.905602283,Mobile,Composite_Numerical,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.88,Mobile,Composite_Numerical,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.871,Mobile,Composite_Numerical,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.874919627,Mobile,Composite_Numerical,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.809994753,Tablet,Unigram,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.892,Tablet,Unigram,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.706,Tablet,Unigram,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.787990122,Tablet,Unigram,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.929125487,Tablet,Unigram,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.928,Tablet,Unigram,6k
MX,meanRecall,cv_MX_train.meanRecall,0.928,Tablet,Unigram,6k
MX,meanFscore,cv_MX_train.meanFscore,0.927891436,Tablet,Unigram,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.847883383,Tablet,Unigram,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.821,Tablet,Unigram,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.89,Tablet,Unigram,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.853970475,Tablet,Unigram,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.836411453,Tablet,Unigram,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.822,Tablet,Unigram,6k
BG,meanRecall,cv_BG_train.meanRecall,0.859,Tablet,Unigram,6k
BG,meanFscore,cv_BG_train.meanFscore,0.839628683,Tablet,Unigram,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.735431235,Tablet,Unigram,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.691,Tablet,Unigram,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.852,Tablet,Unigram,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.762784597,Tablet,Unigram,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.894007235,Tablet,Unigram,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.895,Tablet,Unigram,6k
RF,meanRecall,cv_RF_train.meanRecall,0.893,Tablet,Unigram,6k
RF,meanFscore,cv_RF_train.meanFscore,0.893881514,Tablet,Unigram,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499981431,Tablet,Unigram,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Tablet,Unigram,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Tablet,Unigram,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666307102,Tablet,Unigram,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.871190115,Tablet,Unigram,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.903,Tablet,Unigram,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.831,Tablet,Unigram,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.865267055,Tablet,Unigram,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.921804433,Tablet,Unigram,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.921,Tablet,Unigram,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.863,Tablet,Unigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.890816738,Tablet,Unigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.815692621,Tablet,Unigram_Composite,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.891,Tablet,Unigram_Composite,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.719,Tablet,Unigram_Composite,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.795584759,Tablet,Unigram_Composite,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.927279152,Tablet,Unigram_Composite,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.938,Tablet,Unigram_Composite,6k
MX,meanRecall,cv_MX_train.meanRecall,0.916,Tablet,Unigram_Composite,6k
MX,meanFscore,cv_MX_train.meanFscore,0.926816526,Tablet,Unigram_Composite,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.663485393,Tablet,Unigram_Composite,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.634,Tablet,Unigram_Composite,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.78,Tablet,Unigram_Composite,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.699262643,Tablet,Unigram_Composite,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.883240101,Tablet,Unigram_Composite,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.876,Tablet,Unigram_Composite,6k
BG,meanRecall,cv_BG_train.meanRecall,0.894,Tablet,Unigram_Composite,6k
BG,meanFscore,cv_BG_train.meanFscore,0.884678643,Tablet,Unigram_Composite,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.840802142,Tablet,Unigram_Composite,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.817,Tablet,Unigram_Composite,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.878,Tablet,Unigram_Composite,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.846330664,Tablet,Unigram_Composite,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.899368251,Tablet,Unigram_Composite,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.888,Tablet,Unigram_Composite,6k
RF,meanRecall,cv_RF_train.meanRecall,0.914,Tablet,Unigram_Composite,6k
RF,meanFscore,cv_RF_train.meanFscore,0.90075615,Tablet,Unigram_Composite,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500068055,Tablet,Unigram_Composite,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.498,Tablet,Unigram_Composite,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Tablet,Unigram_Composite,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.664770975,Tablet,Unigram_Composite,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.862258726,Tablet,Unigram_Composite,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.879,Tablet,Unigram_Composite,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.841,Tablet,Unigram_Composite,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.859443809,Tablet,Unigram_Composite,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.915042911,Tablet,Unigram_Composite,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.896,Tablet,Unigram_Composite,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.905,Tablet,Unigram_Composite,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.900029857,Tablet,Unigram_Composite,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.836381046,Tablet,Unigram_Bigram,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.901,Tablet,Unigram_Bigram,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.757,Tablet,Unigram_Bigram,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.822588081,Tablet,Unigram_Bigram,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.951731407,Tablet,Unigram_Bigram,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.95,Tablet,Unigram_Bigram,6k
MX,meanRecall,cv_MX_train.meanRecall,0.952,Tablet,Unigram_Bigram,6k
MX,meanFscore,cv_MX_train.meanFscore,0.950931155,Tablet,Unigram_Bigram,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.85888354,Tablet,Unigram_Bigram,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.835,Tablet,Unigram_Bigram,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.895,Tablet,Unigram_Bigram,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.86381844,Tablet,Unigram_Bigram,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.839456058,Tablet,Unigram_Bigram,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.83,Tablet,Unigram_Bigram,6k
BG,meanRecall,cv_BG_train.meanRecall,0.853,Tablet,Unigram_Bigram,6k
BG,meanFscore,cv_BG_train.meanFscore,0.840364265,Tablet,Unigram_Bigram,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.735169672,Tablet,Unigram_Bigram,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.69,Tablet,Unigram_Bigram,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.852,Tablet,Unigram_Bigram,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.762160279,Tablet,Unigram_Bigram,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.895498371,Tablet,Unigram_Bigram,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.894,Tablet,Unigram_Bigram,6k
RF,meanRecall,cv_RF_train.meanRecall,0.895,Tablet,Unigram_Bigram,6k
RF,meanFscore,cv_RF_train.meanFscore,0.894435531,Tablet,Unigram_Bigram,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500302997,Tablet,Unigram_Bigram,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.502,Tablet,Unigram_Bigram,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Tablet,Unigram_Bigram,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.668146904,Tablet,Unigram_Bigram,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.881003045,Tablet,Unigram_Bigram,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.904,Tablet,Unigram_Bigram,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.851,Tablet,Unigram_Bigram,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.876531015,Tablet,Unigram_Bigram,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.926631095,Tablet,Unigram_Bigram,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.92,Tablet,Unigram_Bigram,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.882,Tablet,Unigram_Bigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.900454442,Tablet,Unigram_Bigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.835705285,Tablet,Unigram_Bigram_Trigram,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.9,Tablet,Unigram_Bigram_Trigram,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.754,Tablet,Unigram_Bigram_Trigram,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.820241901,Tablet,Unigram_Bigram_Trigram,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.951935179,Tablet,Unigram_Bigram_Trigram,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.951,Tablet,Unigram_Bigram_Trigram,6k
MX,meanRecall,cv_MX_train.meanRecall,0.954,Tablet,Unigram_Bigram_Trigram,6k
MX,meanFscore,cv_MX_train.meanFscore,0.952439868,Tablet,Unigram_Bigram_Trigram,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.859510637,Tablet,Unigram_Bigram_Trigram,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.833,Tablet,Unigram_Bigram_Trigram,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.898,Tablet,Unigram_Bigram_Trigram,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.863969414,Tablet,Unigram_Bigram_Trigram,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.845080005,Tablet,Unigram_Bigram_Trigram,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.838,Tablet,Unigram_Bigram_Trigram,6k
BG,meanRecall,cv_BG_train.meanRecall,0.858,Tablet,Unigram_Bigram_Trigram,6k
BG,meanFscore,cv_BG_train.meanFscore,0.847178337,Tablet,Unigram_Bigram_Trigram,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.735338007,Tablet,Unigram_Bigram_Trigram,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.691,Tablet,Unigram_Bigram_Trigram,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.851,Tablet,Unigram_Bigram_Trigram,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.762437091,Tablet,Unigram_Bigram_Trigram,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.903711166,Tablet,Unigram_Bigram_Trigram,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.905,Tablet,Unigram_Bigram_Trigram,6k
RF,meanRecall,cv_RF_train.meanRecall,0.906,Tablet,Unigram_Bigram_Trigram,6k
RF,meanFscore,cv_RF_train.meanFscore,0.905221055,Tablet,Unigram_Bigram_Trigram,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500032823,Tablet,Unigram_Bigram_Trigram,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,Tablet,Unigram_Bigram_Trigram,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Tablet,Unigram_Bigram_Trigram,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666560223,Tablet,Unigram_Bigram_Trigram,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.881352358,Tablet,Unigram_Bigram_Trigram,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.902,Tablet,Unigram_Bigram_Trigram,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.854,Tablet,Unigram_Bigram_Trigram,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.877056078,Tablet,Unigram_Bigram_Trigram,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.92419242,Tablet,Unigram_Bigram_Trigram,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.922,Tablet,Unigram_Bigram_Trigram,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.878,Tablet,Unigram_Bigram_Trigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.899268712,Tablet,Unigram_Bigram_Trigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.838410461,Tablet,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.901,Tablet,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.763,Tablet,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.826151739,Tablet,Unigram_Bigram_Trigram_Composite,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.941232139,Tablet,Unigram_Bigram_Trigram_Composite,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.944,Tablet,Unigram_Bigram_Trigram_Composite,6k
MX,meanRecall,cv_MX_train.meanRecall,0.936,Tablet,Unigram_Bigram_Trigram_Composite,6k
MX,meanFscore,cv_MX_train.meanFscore,0.939883281,Tablet,Unigram_Bigram_Trigram_Composite,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.667622221,Tablet,Unigram_Bigram_Trigram_Composite,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.638,Tablet,Unigram_Bigram_Trigram_Composite,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.773,Tablet,Unigram_Bigram_Trigram_Composite,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.698813922,Tablet,Unigram_Bigram_Trigram_Composite,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.882352975,Tablet,Unigram_Bigram_Trigram_Composite,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.873,Tablet,Unigram_Bigram_Trigram_Composite,6k
BG,meanRecall,cv_BG_train.meanRecall,0.891,Tablet,Unigram_Bigram_Trigram_Composite,6k
BG,meanFscore,cv_BG_train.meanFscore,0.881717611,Tablet,Unigram_Bigram_Trigram_Composite,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.840802142,Tablet,Unigram_Bigram_Trigram_Composite,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.817,Tablet,Unigram_Bigram_Trigram_Composite,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.878,Tablet,Unigram_Bigram_Trigram_Composite,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.846330664,Tablet,Unigram_Bigram_Trigram_Composite,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.902844285,Tablet,Unigram_Bigram_Trigram_Composite,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.89,Tablet,Unigram_Bigram_Trigram_Composite,6k
RF,meanRecall,cv_RF_train.meanRecall,0.92,Tablet,Unigram_Bigram_Trigram_Composite,6k
RF,meanFscore,cv_RF_train.meanFscore,0.90468189,Tablet,Unigram_Bigram_Trigram_Composite,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500068055,Tablet,Unigram_Bigram_Trigram_Composite,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.498,Tablet,Unigram_Bigram_Trigram_Composite,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Tablet,Unigram_Bigram_Trigram_Composite,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.664770975,Tablet,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.825574001,Tablet,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.84,Tablet,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.803,Tablet,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.821012193,Tablet,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.912996975,Tablet,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.896,Tablet,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.899,Tablet,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.897029448,Tablet,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.79325674,Tablet,Neg_Pos,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.77,Tablet,Neg_Pos,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.844,Tablet,Neg_Pos,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.804177675,Tablet,Neg_Pos,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.842353647,Tablet,Neg_Pos,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.862,Tablet,Neg_Pos,6k
MX,meanRecall,cv_MX_train.meanRecall,0.816,Tablet,Neg_Pos,6k
MX,meanFscore,cv_MX_train.meanFscore,0.838216968,Tablet,Neg_Pos,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.579254703,Tablet,Neg_Pos,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.553,Tablet,Neg_Pos,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.83,Tablet,Neg_Pos,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.663168537,Tablet,Neg_Pos,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.832700596,Tablet,Neg_Pos,6k
