Algorithm,Performance_Metric_New,Performance_Metric,Unigram,Unigram_Composite,Unigram_Bigram,Unigram_Bigram_Trigram,Unigram_Bigram_Trigram_Composite,Neg_Pos,Part_Of_Speech,Composite_Numerical,Category,Data_Size
RF,meanFscore,cv_RF_train.meanFscore,0.853622552,0.876256374,0.869068309,0.870608849,0.878748549,0.834566097,0.71477789,0.847495258,Mobile,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499728322,0.500006108,0.499951103,0.500142028,0.500006108,0.499729683,0.499729683,0.499729683,Mobile,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,0.499,0.499,0.502,0.499,0.5,0.5,0.5,Mobile,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,Mobile,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.66566559,0.665559804,0.66561956,0.668280209,0.665559804,0.666582732,0.666582732,0.666582732,Mobile,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.837254374,0.828087375,0.855770555,0.855902698,0.848998446,0.825788046,0.628035461,0.831321411,Mobile,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.838,0.827,0.852,0.85,0.853,0.816,0.627,0.824,Mobile,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.833,0.828,0.861,0.863,0.846,0.838,0.631,0.843,Mobile,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.835322385,0.827302188,0.856338845,0.85626816,0.849379992,0.82674756,0.62852495,0.833210639,Mobile,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.928624881,0.904458749,0.921937547,0.923465376,0.910263911,0.909727028,0.877029492,0.896540891,Mobile,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.923,0.879,0.912,0.908,0.888,0.871,0.71,0.874,Mobile,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.841,0.896,0.845,0.854,0.9,0.895,0.61,0.868,Mobile,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.879735456,0.887004602,0.876722461,0.879960208,0.893316701,0.882306598,0.651265062,0.870375815,Mobile,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.801389707,0.805652444,0.828345014,0.825104011,0.830883097,0.781419745,0.574442506,0.757370399,Tablet,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.879,0.884,0.893,0.886,0.892,0.782,0.568,0.734,Tablet,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.699,0.707,0.747,0.746,0.754,0.78,0.769,0.817,Tablet,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.778379231,0.784873605,0.813199762,0.809859081,0.8167893,0.780216177,0.638403447,0.769885175,Tablet,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.91243418,0.919668889,0.929421009,0.929768296,0.924602004,0.82968439,0.704520444,0.844133857,Tablet,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.908,0.922,0.924,0.925,0.928,0.834,0.687,0.846,Tablet,8k
MX,meanRecall,cv_MX_train.meanRecall,0.918,0.916,0.935,0.936,0.921,0.824,0.746,0.84,Tablet,8k
MX,meanFscore,cv_MX_train.meanFscore,0.912775255,0.918864436,0.929389614,0.930384051,0.924346098,0.828903734,0.715125218,0.842912106,Tablet,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.849357527,0.664824057,0.862332795,0.862941651,0.672565183,0.594914743,0.678956791,0.604398632,Tablet,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.82,0.636,0.837,0.84,0.643,0.564,0.646,0.57,Tablet,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.894,0.782,0.9,0.899,0.78,0.846,0.789,0.836,Tablet,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.855083618,0.700974534,0.86716906,0.868353314,0.704450139,0.676604066,0.710052786,0.677461326,Tablet,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.847648189,0.880456253,0.847789086,0.848567723,0.880702497,0.813737349,0.727246445,0.845063538,Tablet,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.834,0.871,0.834,0.835,0.87,0.807,0.722,0.838,Tablet,8k
BG,meanRecall,cv_BG_train.meanRecall,0.867,0.894,0.87,0.87,0.895,0.823,0.736,0.853,Tablet,8k
BG,meanFscore,cv_BG_train.meanFscore,0.849936729,0.882161228,0.851319207,0.851937082,0.882098763,0.814768969,0.728544938,0.845383279,Tablet,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.742971189,0.832989005,0.741481702,0.741857166,0.832989005,0.81924091,0.626090781,0.81924091,Tablet,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.698,0.806,0.695,0.697,0.806,0.812,0.632,0.812,Tablet,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.855,0.876,0.858,0.858,0.876,0.831,0.601,0.831,Tablet,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.768288279,0.839305957,0.767790326,0.769037732,0.839305957,0.821200812,0.615739229,0.821200812,Tablet,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.89099289,0.894700395,0.897402831,0.89861402,0.89435718,0.836087241,0.743009206,0.85999278,Tablet,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.889,0.884,0.896,0.896,0.885,0.83,0.742,0.852,Tablet,8k
RF,meanRecall,cv_RF_train.meanRecall,0.894,0.909,0.898,0.901,0.907,0.846,0.747,0.872,Tablet,8k
RF,meanFscore,cv_RF_train.meanFscore,0.89121632,0.896135344,0.896927013,0.898397437,0.895666751,0.837814877,0.744103989,0.861725102,Tablet,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499859095,0.500008941,0.499554198,0.499820843,0.500008941,0.4996707,0.4996707,0.4996707,Tablet,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,0.501,0.5,0.499,0.501,0.502,0.502,0.502,Tablet,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,Tablet,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666329477,0.667357823,0.666370971,0.665545105,0.667357823,0.668290639,0.668290639,0.668290639,Tablet,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.855375911,0.86063019,0.871612196,0.875844633,0.841448069,0.824116184,0.628495591,0.831350017,Tablet,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.887,0.882,0.903,0.904,0.865,0.841,0.655,0.848,Tablet,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.815,0.833,0.831,0.84,0.809,0.794,0.535,0.806,Tablet,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.849093982,0.856417494,0.86533391,0.870776189,0.835655792,0.816694653,0.588440893,0.826229956,Tablet,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.920387167,0.910082362,0.919731802,0.917552744,0.914741808,0.903117244,0.934983502,0.897506607,Tablet,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.907,0.886,0.912,0.903,0.896,0.864,0.678888889,0.857,Tablet,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.872,0.892,0.874,0.876,0.891,0.887,0.785555556,0.884,Tablet,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.888650605,0.888388371,0.892338757,0.889155495,0.89319491,0.873942173,0.727017463,0.869797719,Tablet,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.749967274,0.751603128,0.786384935,0.78676964,0.788532515,0.754203822,0.546897977,0.649234669,TV,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.857,0.86,0.882,0.88,0.884,0.721,0.605,0.727,TV,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.601,0.603,0.663,0.663,0.665,0.838,0.273,0.475,TV,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.706223605,0.708543347,0.756576789,0.755995385,0.758724417,0.770293491,0.375849134,0.574230098,TV,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.914329969,0.918702475,0.951048564,0.951110972,0.934468684,0.806474171,0.695971773,0.823524588,TV,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.918,0.921,0.948,0.948,0.938,0.805,0.687,0.832,TV,8k
MX,meanRecall,cv_MX_train.meanRecall,0.912,0.917,0.954,0.952,0.93,0.811,0.717,0.813,TV,8k
MX,meanFscore,cv_MX_train.meanFscore,0.914934748,0.91895069,0.950908759,0.949942102,0.933941515,0.807870265,0.701436156,0.822328025,TV,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.852292387,0.63827618,0.863832512,0.867131658,0.645570959,0.570882995,0.683977056,0.584435712,TV,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.828,0.61,0.844,0.843,0.616,0.545,0.647,0.555,TV,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.891,0.772,0.894,0.902,0.777,0.856,0.812,0.847,TV,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.85805905,0.681320275,0.868183547,0.871326623,0.686983389,0.665621198,0.719933452,0.670420476,TV,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.845277617,0.874596726,0.849521541,0.847571638,0.873135814,0.798333666,0.727406146,0.829779679,TV,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.84,0.865,0.841,0.84,0.865,0.794,0.718,0.825,TV,8k
BG,meanRecall,cv_BG_train.meanRecall,0.854,0.887,0.86,0.857,0.885,0.809,0.746,0.836,TV,8k
BG,meanFscore,cv_BG_train.meanFscore,0.84670609,0.875731561,0.850290957,0.848307867,0.874746495,0.801245716,0.731598486,0.830352728,TV,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.78033255,0.811513141,0.775981362,0.779712902,0.811513141,0.790052643,0.608560521,0.790052643,TV,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.755,0.784,0.748,0.755,0.784,0.8,0.578,0.8,TV,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.831,0.862,0.831,0.829,0.862,0.775,0.805,0.775,TV,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.791055256,0.820945049,0.786900762,0.789858674,0.820945049,0.787074812,0.671938522,0.787074812,TV,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.889738876,0.895756849,0.896982979,0.896570618,0.900266143,0.817226766,0.741560214,0.841383223,TV,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.889,0.886,0.895,0.89,0.892,0.814,0.739,0.831,TV,8k
RF,meanRecall,cv_RF_train.meanRecall,0.892,0.91,0.899,0.905,0.912,0.821,0.749,0.855,TV,8k
RF,meanFscore,cv_RF_train.meanFscore,0.890412846,0.897687411,0.896921565,0.89732939,0.901732845,0.81726937,0.743925852,0.84276618,TV,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.50000327,0.500276864,0.499992306,0.500204427,0.500276864,0.500064541,0.500064541,0.500064541,TV,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,0.5,0.502,0.502,0.5,0.5,0.5,0.5,TV,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,TV,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.66654813,0.66654813,0.668231832,0.668112265,0.66654813,0.666523698,0.666523698,0.666523698,TV,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.863693637,0.856086114,0.876751811,0.87276801,0.856313633,0.801649861,0.622820709,0.809275322,TV,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.891,0.87,0.891,0.888,0.866,0.817,0.657,0.826,TV,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.831,0.836,0.859,0.853,0.841,0.778,0.51,0.783,TV,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.859763594,0.852475923,0.87438025,0.869848911,0.853234703,0.7969069,0.573134369,0.803821835,TV,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.906261211,0.910311229,0.916211216,0.914244603,0.908343911,0.890860756,0.905612946,0.888005834,TV,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.896,0.907,0.911,0.914,0.901,0.859,0.656,0.857,TV,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.828,0.869,0.854,0.841,0.87,0.824,0.544,0.828,TV,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.860485656,0.887132606,0.881120447,0.875574575,0.884662781,0.839565619,0.591927996,0.841440641,TV,8k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.727816431,0.72729118,0.761017819,0.763983406,0.758909436,0.658673084,0.526650445,0.598118819,VS,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.827,0.83,0.852,0.853,0.849,0.74,0.581,0.705,VS,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.574,0.574,0.632,0.638,0.63,0.489,0.192,0.338,VS,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.677354483,0.677851538,0.725199613,0.72972563,0.722794729,0.5885178,0.288299593,0.456420935,VS,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.887969441,0.901592903,0.911368929,0.9114251,0.911750694,0.776349376,0.658024881,0.793923237,VS,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.895,0.904,0.913,0.914,0.916,0.789,0.65,0.803,VS,8k
MX,meanRecall,cv_MX_train.meanRecall,0.878,0.899,0.907,0.909,0.908,0.756,0.693,0.78,VS,8k
MX,meanFscore,cv_MX_train.meanFscore,0.886367114,0.901391677,0.909819641,0.911453639,0.911857097,0.771990404,0.670668399,0.791217646,VS,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.831330988,0.613556108,0.84203373,0.846582258,0.616766012,0.559286513,0.64269539,0.564860126,VS,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.81,0.591,0.82,0.827,0.595,0.541,0.62,0.545,VS,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.864,0.741,0.875,0.877,0.736,0.805,0.737,0.801,VS,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.835980225,0.657207079,0.846384369,0.85099645,0.657729078,0.646932077,0.673236798,0.648475643,VS,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.812667025,0.84402864,0.826232299,0.82548063,0.84508215,0.76013643,0.676551559,0.792954262,VS,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.801,0.836,0.807,0.807,0.838,0.756,0.669,0.786,VS,8k
BG,meanRecall,cv_BG_train.meanRecall,0.834,0.857,0.858,0.853,0.856,0.771,0.702,0.804,VS,8k
BG,meanFscore,cv_BG_train.meanFscore,0.816913269,0.846036546,0.831610239,0.829190961,0.846476635,0.763062909,0.685020985,0.79471173,VS,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.713683472,0.771607256,0.708622733,0.70266964,0.771607256,0.76307123,0.575197481,0.76307123,VS,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.666,0.737,0.687,0.71,0.737,0.724,0.555,0.724,VS,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.86,0.842,0.817,0.771,0.842,0.849,0.764,0.849,VS,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.750456065,0.785444962,0.731080964,0.710958043,0.785444962,0.781435635,0.641639947,0.781435635,VS,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.863308844,0.871073949,0.873801934,0.87510954,0.876425756,0.784443629,0.691517425,0.802892838,VS,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.862,0.858,0.871,0.877,0.866,0.773,0.689,0.789,VS,8k
RF,meanRecall,cv_RF_train.meanRecall,0.866,0.892,0.877,0.876,0.895,0.807,0.693,0.83,VS,8k
RF,meanFscore,cv_RF_train.meanFscore,0.863832717,0.874260987,0.873880025,0.876337738,0.879950415,0.789395396,0.690868494,0.80884492,VS,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499627563,0.50007506,0.499483961,0.500060122,0.50007506,0.500217535,0.500217535,0.500217535,VS,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,0.5,0.5,0.501,0.5,0.499,0.499,0.499,VS,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,1,1,1,1,1,1,1,VS,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665584236,0.666477231,0.666362815,0.667502019,0.666477231,0.665700691,0.665700691,0.665700691,VS,8k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.839306827,0.82245278,0.8580949,0.856925265,0.843025211,0.776355783,0.5950614,0.783217488,VS,8k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.849,0.827,0.866,0.864,0.853,0.779,0.615,0.786,VS,8k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.825,0.815,0.85,0.849,0.829,0.771,0.508,0.777,VS,8k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.836676986,0.820708996,0.857785528,0.856206621,0.840607245,0.774726862,0.555107755,0.781175209,VS,8k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.916179404,0.89291769,0.923340779,0.920938485,0.896313653,0.884435651,0.907239814,0.877214529,VS,8k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.882,0.856,0.921,0.924,0.87,0.815,0.646,0.822,VS,8k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.817,0.87,0.832,0.833,0.861,0.866,0.67,0.81,VS,8k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.847636215,0.862048854,0.873957679,0.875949747,0.864554078,0.837108869,0.656482098,0.813339005,VS,8k
